"posteam","defteam","play_type","yards_gained","air_yards","yards_after_catch","down","big_play"
"LV","CHI","pass",0,13,NA,3,"No"
"CHI","LV","run",-4,NA,NA,1,"No"
"CHI","LV","pass",0,-8,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CHI","LV","pass",0,-5,NA,3,"No"
"CHI","LV","field_goal",0,NA,NA,4,"No"
"LV","CHI","kickoff",0,NA,NA,NA,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LV","CHI","pass",9,-1,10,1,"No"
"LV","CHI","run",5,NA,NA,2,"No"
"LV","CHI","run",5,NA,NA,2,"No"
"LV","CHI","run",0,NA,NA,3,"No"
"LV","CHI","run",-11,NA,NA,4,"No"
"CHI","LV","run",1,NA,NA,1,"No"
"CHI","LV","run",4,NA,NA,2,"No"
"CHI","LV","pass",6,6,0,3,"No"
"CHI","LV","run",-4,NA,NA,1,"No"
"CHI","LV","pass",0,13,NA,2,"No"
"CHI","LV","pass",0,-2,NA,3,"No"
"LV","CHI","run",9,NA,NA,1,"No"
"LV","CHI","no_play",0,NA,NA,2,"No"
"LV","CHI","run",7,NA,NA,1,"No"
"LV","CHI","run",11,NA,NA,2,"No"
"LV","CHI","pass",5,0,5,1,"No"
"LV","CHI","run",20,NA,NA,2,"Yes"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LV","CHI","pass",0,8,NA,1,"No"
"LV","CHI","pass",8,3,5,2,"No"
"LV","CHI","extra_point",0,NA,NA,NA,"No"
"CHI","LV","kickoff",0,NA,NA,NA,"No"
"CHI","LV","no_play",0,NA,NA,1,"No"
"CHI","LV",NA,NA,NA,NA,NA,NA
"CHI","LV","pass",4,4,0,1,"No"
"CHI","LV","pass",10,5,5,2,"No"
"CHI","LV","pass",0,24,NA,3,"No"
"CHI","LV","pass",7,3,4,4,"No"
"CHI","LV","pass",29,15,14,1,"Yes"
"CHI","LV","pass",0,14,NA,1,"No"
"CHI","LV","run",-6,NA,NA,2,"No"
"CHI","LV","pass",-10,NA,NA,3,"No"
"CHI","LV","punt",0,NA,NA,4,"No"
"LV","CHI","run",0,NA,NA,1,"No"
"LV","CHI","run",3,NA,NA,2,"No"
"LV","CHI","pass",0,13,NA,3,"No"
"CHI","LV","run",7,NA,NA,1,"No"
"CHI","LV","pass",-4,-4,0,2,"No"
"CHI","LV","pass",7,6,1,3,"No"
"CHI","LV","run",-2,NA,NA,1,"No"
"CHI","LV","run",0,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CHI","LV","pass",3,-4,7,3,"No"
"CHI","LV","run",-2,NA,NA,3,"No"
"CHI","LV","field_goal",0,NA,NA,4,"No"
"LV","CHI","kickoff",0,NA,NA,NA,"No"
"LV","CHI","run",64,NA,NA,1,"Yes"
"LV","CHI","extra_point",0,NA,NA,NA,"No"
"CHI","LV","kickoff",0,NA,NA,NA,"No"
"CHI","LV","pass",0,-1,NA,1,"No"
"CHI","LV","pass",13,6,7,2,"No"
"CHI","LV","pass",3,1,2,1,"No"
"CHI","LV","run",5,NA,NA,2,"No"
"CHI","LV","pass",15,7,8,3,"No"
"CHI","LV","run",1,NA,NA,1,"No"
"CHI","LV","pass",0,23,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CHI","LV","pass",0,19,NA,3,"No"
"CHI","LV","field_goal",0,NA,NA,4,"No"
"LV","CHI","kickoff",0,NA,NA,NA,"No"
"LV","CHI","pass",5,-4,9,1,"No"
"LV","CHI","pass",11,2,9,2,"No"
"LV","CHI","qb_spike",0,0,NA,1,"No"
"LV","CHI","run",13,NA,NA,2,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"LV","CHI","kickoff",0,NA,NA,NA,"No"
"LV","CHI","pass",0,16,NA,1,"No"
"CHI","LV","run",3,NA,NA,1,"No"
"CHI","LV","pass",0,5,NA,1,"No"
"CHI","LV","pass",17,12,5,2,"No"
"CHI","LV","pass",10,8,2,3,"No"
"CHI","LV","run",3,NA,NA,1,"No"
"CHI","LV","no_play",0,NA,NA,2,"No"
"CHI","LV","pass",0,27,NA,2,"No"
"CHI","LV","pass",27,21,6,3,"Yes"
"CHI","LV","extra_point",0,NA,NA,NA,"No"
"LV","CHI","kickoff",0,NA,NA,NA,"No"
"LV","CHI","run",12,NA,NA,1,"No"
"LV","CHI","run",8,NA,NA,1,"No"
"LV","CHI","run",5,NA,NA,2,"No"
"LV","CHI","pass",19,-5,24,1,"No"
"LV","CHI","run",3,NA,NA,1,"No"
"LV","CHI","run",4,NA,NA,2,"No"
"LV","CHI","pass",10,7,3,3,"No"
"LV","CHI","run",10,NA,NA,1,"No"
"LV","CHI","run",0,NA,NA,1,"No"
"LV","CHI","pass",9,4,5,2,"No"
"LV","CHI","extra_point",0,NA,NA,NA,"No"
"CHI","LV","kickoff",0,NA,NA,NA,"No"
"CHI","LV","run",7,NA,NA,1,"No"
"CHI","LV","pass",0,18,NA,2,"No"
"CHI","LV","run",2,NA,NA,3,"No"
"CHI","LV","no_play",0,NA,NA,4,"No"
"CHI","LV","punt",0,NA,NA,4,"No"
"LV","CHI","run",2,NA,NA,1,"No"
"LV","CHI","run",-1,NA,NA,2,"No"
"LV","CHI","pass",6,4,2,3,"No"
"LV","CHI","punt",0,NA,NA,4,"No"
"CHI","LV","pass",0,-3,3,1,"No"
"CHI","LV","run",9,NA,NA,2,"No"
"CHI","LV",NA,NA,NA,NA,NA,NA
"CHI","LV","run",13,NA,NA,3,"No"
"CHI","LV","no_play",0,NA,NA,1,"No"
"CHI","LV","pass",13,6,7,1,"No"
"CHI","LV","no_play",0,NA,NA,2,"No"
"CHI","LV","pass",5,5,0,1,"No"
"CHI","LV","pass",0,-4,NA,2,"No"
"CHI","LV","run",0,NA,NA,3,"No"
"CHI","LV","field_goal",0,NA,NA,4,"No"
"LV","CHI","kickoff",0,NA,NA,NA,"No"
"LV","CHI","run",8,NA,NA,1,"No"
"LV","CHI","run",37,NA,NA,2,"Yes"
"LV","CHI","run",2,NA,NA,1,"No"
"LV","CHI","pass",7,6,1,2,"No"
"LV","CHI","run",13,NA,NA,3,"No"
"LV","CHI","run",-1,NA,NA,1,"No"
"LV","CHI","run",-3,NA,NA,2,"No"
"LV","CHI","pass",0,8,NA,3,"No"
"LV","CHI","field_goal",0,NA,NA,4,"No"
"CHI","LV","kickoff",0,NA,NA,NA,"No"
"CHI","LV","pass",5,5,0,1,"No"
"CHI","LV","run",7,NA,NA,2,"No"
"CHI","LV","pass",13,13,0,1,"No"
"CHI","LV","pass",7,-1,8,1,"No"
"CHI","LV","no_play",0,NA,NA,2,"No"
"CHI","LV","run",12,NA,NA,2,"No"
"CHI","LV","run",-1,NA,NA,1,"No"
"CHI","LV","pass",17,6,11,2,"No"
"CHI","LV","pass",0,13,NA,1,"No"
"CHI","LV","run",6,NA,NA,2,"No"
"CHI","LV","run",5,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CHI","LV","run",2,NA,NA,1,"No"
"CHI","LV","pass",0,NA,NA,NA,"No"
"LV","CHI","kickoff",0,NA,NA,NA,"No"
"LV","CHI","pass",7,3,4,1,"No"
"LV","CHI","pass",8,0,8,2,"No"
"LV","CHI","pass",4,-1,5,1,"No"
"LV","CHI","run",4,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LV","CHI","run",-1,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LV","CHI","field_goal",0,NA,NA,4,"No"
"CHI","LV","qb_kneel",-1,NA,NA,1,"No"
"CHI","LV",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"CIN","DEN","kickoff",0,NA,NA,NA,"No"
"CIN","DEN","no_play",0,NA,NA,1,"No"
"CIN","DEN","pass",0,-1,1,1,"No"
"CIN","DEN","pass",9,-1,10,2,"No"
"CIN","DEN","run",2,NA,NA,3,"No"
"CIN","DEN","run",4,NA,NA,1,"No"
"CIN","DEN","pass",0,30,NA,2,"No"
"CIN","DEN","pass",19,16,3,3,"No"
"CIN","DEN","pass",9,4,5,1,"No"
"CIN","DEN","run",6,NA,NA,2,"No"
"CIN","DEN","run",2,NA,NA,1,"No"
"CIN","DEN","pass",6,6,0,2,"No"
"CIN","DEN","pass",0,8,NA,3,"No"
"CIN","DEN","field_goal",0,NA,NA,4,"No"
"DEN","CIN","kickoff",0,NA,NA,NA,"No"
"DEN","CIN","run",3,NA,NA,1,"No"
"DEN","CIN","pass",5,5,0,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DEN","CIN","run",0,NA,NA,3,"No"
"DEN","CIN","punt",0,NA,NA,4,"No"
"CIN","DEN","run",5,NA,NA,1,"No"
"CIN","DEN","no_play",0,NA,NA,2,"No"
"CIN","DEN","run",3,NA,NA,1,"No"
"CIN","DEN","pass",5,4,1,2,"No"
"CIN","DEN","pass",0,16,NA,3,"No"
"CIN","DEN","no_play",0,NA,NA,4,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","run",3,NA,NA,1,"No"
"DEN","CIN","pass",0,16,NA,2,"No"
"DEN","CIN","pass",12,3,9,3,"No"
"DEN","CIN","pass",26,6,20,1,"Yes"
"DEN","CIN","run",8,NA,NA,1,"No"
"DEN","CIN","run",4,NA,NA,2,"No"
"DEN","CIN","run",5,NA,NA,1,"No"
"DEN","CIN","pass",0,6,NA,2,"No"
"DEN","CIN","run",6,NA,NA,3,"No"
"DEN","CIN","extra_point",0,NA,NA,NA,"No"
"CIN","DEN","kickoff",0,NA,NA,NA,"No"
"CIN","DEN","run",1,NA,NA,1,"No"
"CIN","DEN",NA,NA,NA,NA,NA,NA
"CIN","DEN","pass",8,5,3,2,"No"
"CIN","DEN","no_play",0,NA,NA,3,"No"
"CIN","DEN","no_play",0,NA,NA,1,"No"
"CIN","DEN","no_play",0,NA,NA,1,"No"
"CIN","DEN","run",5,NA,NA,1,"No"
"CIN","DEN","pass",0,12,NA,2,"No"
"CIN","DEN","no_play",0,NA,NA,3,"No"
"CIN","DEN","pass",10,2,8,3,"No"
"CIN","DEN","no_play",0,NA,NA,4,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","pass",11,-5,16,1,"No"
"DEN","CIN","pass",0,4,NA,1,"No"
"DEN","CIN","pass",6,1,5,2,"No"
"DEN","CIN","pass",19,7,12,3,"No"
"DEN","CIN","pass",0,14,NA,1,"No"
"DEN","CIN","run",6,NA,NA,2,"No"
"DEN","CIN","pass",22,4,18,3,"Yes"
"DEN","CIN","run",16,NA,NA,1,"No"
"DEN","CIN","extra_point",0,NA,NA,NA,"No"
"CIN","DEN","kickoff",0,NA,NA,NA,"No"
"CIN","DEN","pass",0,23,NA,1,"No"
"CIN","DEN","pass",0,29,NA,2,"No"
"CIN","DEN","pass",0,11,NA,3,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","pass",-2,-4,2,1,"No"
"DEN","CIN","run",6,NA,NA,2,"No"
"DEN","CIN","run",9,NA,NA,1,"No"
"DEN","CIN","run",12,NA,NA,2,"No"
"DEN","CIN","run",1,NA,NA,1,"No"
"DEN","CIN","run",2,NA,NA,1,"No"
"DEN","CIN","pass",23,19,4,2,"Yes"
"DEN","CIN","run",7,NA,NA,1,"No"
"DEN","CIN","pass",6,-2,8,2,"No"
"DEN","CIN","pass",0,5,NA,1,"No"
"DEN","CIN","pass",9,3,6,2,"No"
"DEN","CIN","run",0,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DEN","CIN","pass",0,2,NA,4,"No"
"CIN","DEN","run",4,NA,NA,1,"No"
"CIN","DEN","run",3,NA,NA,2,"No"
"CIN","DEN","pass",-6,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","pass",2,2,0,1,"No"
"DEN","CIN","pass",11,11,0,2,"No"
"DEN","CIN","pass",0,2,NA,1,"No"
"DEN","CIN","pass",0,27,NA,2,"No"
"DEN","CIN","pass",28,26,2,3,"Yes"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DEN","CIN","pass",11,4,7,1,"No"
"DEN","CIN","pass",0,4,NA,1,"No"
"DEN","CIN","pass",8,5,3,2,"No"
"DEN","CIN","pass",20,20,0,3,"Yes"
"DEN","CIN","extra_point",0,NA,NA,NA,"No"
"CIN","DEN","kickoff",0,NA,NA,NA,"No"
"CIN","DEN","qb_kneel",-1,NA,NA,1,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"DEN","CIN","kickoff",0,NA,NA,NA,"No"
"DEN","CIN","pass",8,-5,13,1,"No"
"DEN","CIN","run",5,NA,NA,2,"No"
"DEN","CIN","pass",0,-1,NA,1,"No"
"DEN","CIN","run",1,NA,NA,2,"No"
"DEN","CIN","pass",0,48,NA,3,"No"
"DEN","CIN","punt",0,NA,NA,4,"No"
"CIN","DEN","run",4,NA,NA,1,"No"
"CIN","DEN","run",4,NA,NA,2,"No"
"CIN","DEN","pass",0,0,NA,3,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","run",9,NA,NA,1,"No"
"DEN","CIN","run",6,NA,NA,2,"No"
"DEN","CIN","pass",0,10,NA,1,"No"
"DEN","CIN","pass",14,-1,15,2,"No"
"DEN","CIN","no_play",0,NA,NA,1,"No"
"DEN","CIN","pass",4,-3,7,1,"No"
"DEN","CIN","pass",7,-4,11,2,"No"
"DEN","CIN","pass",5,-2,7,3,"No"
"DEN","CIN","punt",0,NA,NA,4,"No"
"CIN","DEN","pass",22,14,8,1,"Yes"
"CIN","DEN","pass",8,6,2,1,"No"
"CIN","DEN","run",6,NA,NA,2,"No"
"CIN","DEN","no_play",0,NA,NA,1,"No"
"CIN","DEN","pass",-7,NA,NA,1,"No"
"CIN","DEN","pass",10,-4,14,2,"No"
"CIN","DEN","pass",0,11,NA,3,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","run",3,NA,NA,1,"No"
"DEN","CIN","pass",7,2,5,2,"No"
"DEN","CIN","pass",15,-1,16,1,"No"
"DEN","CIN","run",1,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DEN","CIN","pass",10,4,6,2,"No"
"DEN","CIN",NA,NA,NA,NA,NA,NA
"DEN","CIN","run",1,NA,NA,1,"No"
"DEN","CIN","no_play",0,NA,NA,1,"No"
"DEN","CIN","pass",0,42,NA,1,"No"
"DEN","CIN","pass",4,-4,8,2,"No"
"DEN","CIN","pass",11,6,5,3,"No"
"DEN","CIN","punt",0,NA,NA,4,"No"
"CIN","DEN","pass",12,3,9,1,"No"
"CIN","DEN","pass",0,6,NA,1,"No"
"CIN","DEN","pass",-6,NA,NA,2,"No"
"CIN","DEN","pass",0,-3,NA,3,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","run",11,NA,NA,1,"No"
"DEN","CIN","run",6,NA,NA,1,"No"
"DEN","CIN","run",3,NA,NA,2,"No"
"DEN","CIN","pass",12,2,10,3,"No"
"DEN","CIN","run",1,NA,NA,1,"No"
"DEN","CIN","run",10,NA,NA,2,"No"
"DEN","CIN","run",16,NA,NA,1,"No"
"DEN","CIN","run",3,NA,NA,1,"No"
"DEN","CIN","run",2,NA,NA,2,"No"
"DEN","CIN","pass",12,2,10,3,"No"
"DEN","CIN","extra_point",0,NA,NA,NA,"No"
"CIN","DEN","kickoff",0,NA,NA,NA,"No"
"CIN","DEN","no_play",0,NA,NA,1,"No"
"CIN","DEN","run",5,NA,NA,1,"No"
"CIN","DEN","pass",0,-1,1,2,"No"
"CIN","DEN","pass",7,4,3,3,"No"
"CIN","DEN","punt",0,NA,NA,4,"No"
"DEN","CIN","run",3,NA,NA,1,"No"
"DEN","CIN","run",8,NA,NA,2,"No"
"DEN","CIN","run",9,NA,NA,1,"No"
"DEN","CIN","run",3,NA,NA,2,"No"
"DEN","CIN","qb_kneel",-1,NA,NA,1,"No"
"DEN","CIN","qb_kneel",-1,NA,NA,2,"No"
"DEN","CIN","qb_kneel",-1,NA,NA,3,"No"
"DEN","CIN",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"DET","CLE","kickoff",0,NA,NA,NA,"No"
"DET","CLE","pass",13,7,6,1,"No"
"DET","CLE","pass",0,10,NA,1,"No"
"DET","CLE","run",3,NA,NA,2,"No"
"DET","CLE","pass",4,1,3,3,"No"
"DET","CLE","punt",0,NA,NA,4,"No"
"CLE","DET","pass",11,10,1,1,"No"
"CLE","DET","run",10,NA,NA,1,"No"
"CLE","DET","run",3,NA,NA,1,"No"
"CLE","DET","run",3,NA,NA,2,"No"
"CLE","DET","pass",16,16,0,3,"No"
"CLE","DET","pass",33,25,8,1,"Yes"
"CLE","DET","run",1,NA,NA,1,"No"
"CLE","DET","pass",4,4,0,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CLE","DET","pass",6,3,3,3,"No"
"CLE","DET","run",0,NA,NA,1,"No"
"CLE","DET","run",0,NA,NA,2,"No"
"CLE","DET","run",0,NA,NA,3,"No"
"CLE","DET","run",1,NA,NA,4,"No"
"CLE","DET","extra_point",0,NA,NA,NA,"No"
"DET","CLE","kickoff",0,NA,NA,NA,"No"
"DET","CLE","pass",0,-3,NA,1,"No"
"DET","CLE","pass",5,5,0,2,"No"
"DET","CLE","pass",25,19,6,3,"Yes"
"DET","CLE","run",8,NA,NA,1,"No"
"DET","CLE","no_play",0,NA,NA,1,"No"
"DET","CLE","run",8,NA,NA,1,"No"
"DET","CLE","extra_point",0,NA,NA,NA,"No"
"CLE","DET","kickoff",0,NA,NA,NA,"No"
"CLE","DET","pass",2,2,0,1,"No"
"CLE","DET","run",0,NA,NA,2,"No"
"CLE","DET","pass",0,21,NA,3,"No"
"DET","CLE","pass",13,13,0,1,"No"
"DET","CLE","run",1,NA,NA,1,"No"
"DET","CLE","run",0,NA,NA,2,"No"
"DET","CLE","no_play",0,NA,NA,3,"No"
"DET","CLE",NA,NA,NA,NA,NA,NA
"DET","CLE","pass",7,7,0,3,"No"
"DET","CLE","field_goal",0,NA,NA,4,"No"
"CLE","DET","kickoff",0,NA,NA,NA,"No"
"CLE","DET","pass",16,-5,21,1,"No"
"CLE","DET","pass",-6,NA,NA,1,"No"
"CLE","DET","no_play",0,NA,NA,2,"No"
"CLE","DET","pass",0,-3,NA,2,"No"
"CLE","DET","pass",0,14,NA,3,"No"
"CLE","DET","punt",0,NA,NA,4,"No"
"DET","CLE","run",24,NA,NA,1,"Yes"
"DET","CLE","no_play",0,NA,NA,1,"No"
"DET","CLE","no_play",0,NA,NA,1,"No"
"DET","CLE","pass",8,-3,11,1,"No"
"DET","CLE","pass",0,39,NA,2,"No"
"DET","CLE","pass",2,-7,9,3,"No"
"DET","CLE","punt",0,NA,NA,4,"No"
"CLE","DET","run",-2,NA,NA,1,"No"
"CLE","DET","pass",0,6,NA,2,"No"
"CLE","DET","pass",11,5,6,3,"No"
"CLE","DET","punt",0,NA,NA,4,"No"
"DET","CLE","run",-2,NA,NA,1,"No"
"DET","CLE","run",1,NA,NA,2,"No"
"DET","CLE","pass",0,43,NA,3,"No"
"DET","CLE","punt",0,NA,NA,4,"No"
"CLE","DET","run",3,NA,NA,1,"No"
"CLE","DET","run",8,NA,NA,2,"No"
"CLE","DET","pass",0,9,NA,1,"No"
"DET","CLE","run",3,NA,NA,1,"No"
"DET","CLE","run",0,NA,NA,2,"No"
"DET","CLE","pass",2,1,1,3,"No"
"DET","CLE","extra_point",0,NA,NA,NA,"No"
"CLE","DET","kickoff",0,NA,NA,NA,"No"
"CLE","DET","run",2,NA,NA,1,"No"
"CLE","DET","no_play",0,NA,NA,2,"No"
"CLE","DET","pass",2,-2,4,2,"No"
"CLE","DET","pass",9,4,5,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CLE","DET","punt",0,NA,NA,4,"No"
"DET","CLE","no_play",0,NA,NA,1,"No"
"DET","CLE","pass",6,5,1,1,"No"
"DET","CLE","pass",27,20,7,1,"Yes"
"DET","CLE","pass",6,6,0,1,"No"
"DET","CLE","pass",0,33,NA,2,"No"
"DET","CLE","pass",0,12,NA,3,"No"
"DET","CLE","field_goal",0,NA,NA,4,"No"
"CLE","DET","kickoff",0,NA,NA,NA,"No"
"CLE","DET","qb_kneel",-1,NA,NA,1,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"CLE","DET","kickoff",0,NA,NA,NA,"No"
"CLE","DET","run",2,NA,NA,1,"No"
"CLE","DET","pass",13,13,0,2,"No"
"CLE","DET","run",1,NA,NA,1,"No"
"CLE","DET","pass",0,-1,NA,2,"No"
"CLE","DET","no_play",0,NA,NA,3,"No"
"CLE","DET","pass",0,36,NA,1,"No"
"CLE","DET","pass",0,26,NA,2,"No"
"CLE","DET","pass",0,1,NA,3,"No"
"CLE","DET","punt",0,NA,NA,4,"No"
"DET","CLE","run",0,NA,NA,1,"No"
"DET","CLE","run",9,NA,NA,2,"No"
"DET","CLE","run",3,NA,NA,3,"No"
"DET","CLE","no_play",0,NA,NA,1,"No"
"DET","CLE","pass",0,43,NA,1,"No"
"CLE","DET","run",11,NA,NA,1,"No"
"CLE","DET","pass",7,-2,9,1,"No"
"CLE","DET","pass",0,NA,NA,2,"No"
"CLE","DET","run",6,NA,NA,3,"No"
"CLE","DET","run",3,NA,NA,1,"No"
"CLE","DET","pass",0,0,NA,2,"No"
"CLE","DET","pass",0,11,NA,3,"No"
"CLE","DET","field_goal",0,NA,NA,4,"No"
"DET","CLE","kickoff",0,NA,NA,NA,"No"
"DET","CLE","run",2,NA,NA,1,"No"
"DET","CLE","run",4,NA,NA,2,"No"
"DET","CLE","pass",0,24,NA,3,"No"
"DET","CLE","punt",0,NA,NA,4,"No"
"CLE","DET","run",9,NA,NA,1,"No"
"CLE","DET","run",6,NA,NA,2,"No"
"CLE","DET","run",2,NA,NA,1,"No"
"CLE","DET","pass",35,33,2,2,"Yes"
"CLE","DET","no_play",0,NA,NA,1,"No"
"CLE","DET","pass",0,21,NA,1,"No"
"CLE","DET","run",-1,NA,NA,2,"No"
"CLE","DET","pass",0,2,NA,3,"No"
"CLE","DET","field_goal",0,NA,NA,4,"No"
"DET","CLE","run",22,NA,NA,1,"Yes"
"DET","CLE","run",1,NA,NA,1,"No"
"DET","CLE","pass",7,5,2,2,"No"
"DET","CLE",NA,NA,NA,NA,NA,NA
"DET","CLE","pass",0,13,NA,3,"No"
"DET","CLE","run",1,NA,NA,4,"No"
"CLE","DET","pass",3,3,0,1,"No"
"CLE","DET","pass",0,31,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CLE","DET","pass",0,29,NA,3,"No"
"CLE","DET","punt",0,NA,NA,4,"No"
"DET","CLE","extra_point",0,NA,NA,NA,"No"
"CLE","DET","kickoff",0,NA,NA,NA,"No"
"CLE","DET","run",3,NA,NA,1,"No"
"CLE","DET","pass",0,3,NA,2,"No"
"CLE","DET","pass",0,12,NA,3,"No"
"CLE","DET","punt",0,NA,NA,4,"No"
"DET","CLE","run",4,NA,NA,1,"No"
"DET","CLE","run",-3,NA,NA,2,"No"
"DET","CLE","pass",27,13,14,3,"Yes"
"DET","CLE","run",-1,NA,NA,1,"No"
"DET","CLE","run",3,NA,NA,2,"No"
"DET","CLE","pass",0,3,NA,3,"No"
"DET","CLE","punt",0,NA,NA,4,"No"
"CLE","DET","pass",12,-1,13,1,"No"
"CLE","DET","pass",4,-3,7,1,"No"
"CLE","DET","run",6,NA,NA,2,"No"
"CLE","DET","pass",0,10,NA,1,"No"
"CLE","DET","pass",-8,NA,NA,2,"No"
"DET","CLE","run",-2,NA,NA,1,"No"
"DET","CLE","pass",8,4,4,2,"No"
"DET","CLE","run",8,NA,NA,3,"No"
"DET","CLE","run",3,NA,NA,1,"No"
"DET","CLE","no_play",0,NA,NA,2,"No"
"DET","CLE","pass",0,4,NA,2,"No"
"DET","CLE","pass",8,-4,12,3,"No"
"DET","CLE","extra_point",0,NA,NA,NA,"No"
"CLE","DET","kickoff",0,NA,NA,NA,"No"
"CLE","DET","run",3,NA,NA,1,"No"
"CLE","DET","run",0,NA,NA,2,"No"
"CLE","DET","pass",0,14,NA,3,"No"
"CLE","DET","punt",0,NA,NA,4,"No"
"DET","CLE","run",2,NA,NA,1,"No"
"DET","CLE","run",9,NA,NA,2,"No"
"DET","CLE","qb_kneel",-1,NA,NA,1,"No"
"DET","CLE","qb_kneel",-1,NA,NA,2,"No"
"DET","CLE",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"GB","DAL","kickoff",0,NA,NA,NA,"No"
"GB","DAL","pass",4,-6,10,1,"No"
"GB","DAL","run",-3,NA,NA,2,"No"
"GB","DAL","pass",46,43,3,3,"Yes"
"GB","DAL","pass",6,-1,7,1,"No"
"GB","DAL","run",-1,NA,NA,2,"No"
"GB","DAL","pass",16,-3,19,3,"No"
"GB","DAL","no_play",0,NA,NA,1,"No"
"GB","DAL","run",3,NA,NA,1,"No"
"GB","DAL","pass",2,2,0,2,"No"
"GB","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","GB","kickoff",0,NA,NA,NA,"No"
"DAL","GB","run",3,NA,NA,1,"No"
"DAL","GB","run",3,NA,NA,2,"No"
"DAL","GB","run",0,NA,NA,3,"No"
"DAL","GB","punt",0,NA,NA,4,"No"
"GB","DAL","pass",16,10,6,1,"No"
"GB","DAL","run",7,NA,NA,1,"No"
"GB","DAL","run",5,NA,NA,2,"No"
"GB","DAL","pass",0,17,NA,1,"No"
"GB","DAL","run",2,NA,NA,2,"No"
"GB","DAL","pass",0,15,NA,2,"No"
"GB","DAL","pass",16,4,12,3,"No"
"GB","DAL","no_play",0,NA,NA,4,"No"
"GB","DAL","punt",0,NA,NA,4,"No"
"DAL","GB","pass",7,1,6,1,"No"
"DAL","GB","pass",4,4,0,2,"No"
"DAL","GB","run",5,NA,NA,1,"No"
"DAL","GB","pass",0,18,NA,2,"No"
"DAL","GB","pass",4,4,0,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DAL","GB","no_play",0,NA,NA,4,"No"
"DAL","GB","punt",0,NA,NA,4,"No"
"GB","DAL","pass",25,-4,29,1,"Yes"
"GB","DAL","run",5,NA,NA,1,"No"
"GB","DAL",NA,NA,NA,NA,NA,NA
"GB","DAL","run",1,NA,NA,2,"No"
"GB","DAL","no_play",0,NA,NA,3,"No"
"GB","DAL","run",1,NA,NA,1,"No"
"GB","DAL","pass",6,6,0,2,"No"
"GB","DAL","run",5,NA,NA,3,"No"
"GB","DAL","no_play",0,NA,NA,1,"No"
"GB","DAL","pass",1,-5,6,1,"No"
"GB","DAL","pass",28,0,28,2,"Yes"
"GB","DAL","pass",1,1,0,1,"No"
"GB","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","GB","kickoff",0,NA,NA,NA,"No"
"DAL","GB","run",3,NA,NA,1,"No"
"DAL","GB","pass",0,26,NA,2,"No"
"DAL","GB","no_play",0,NA,NA,3,"No"
"DAL","GB","run",6,NA,NA,3,"No"
"DAL","GB","punt",0,NA,NA,4,"No"
"GB","DAL","run",2,NA,NA,1,"No"
"GB","DAL","pass",-7,-3,-4,2,"No"
"GB","DAL","run",4,NA,NA,1,"No"
"GB","DAL","run",1,NA,NA,2,"No"
"GB","DAL","pass",0,29,NA,3,"No"
"GB","DAL","punt",0,NA,NA,4,"No"
"DAL","GB","pass",14,7,7,1,"No"
"DAL","GB","pass",9,-4,13,1,"No"
"DAL","GB","no_play",NA,NA,NA,2,NA
"DAL","GB","run",6,NA,NA,2,"No"
"DAL","GB","pass",2,-6,8,1,"No"
